img_no 	 max_int_value 	 angle 	 angle axis 
660 	 120.184067 	 4.140619 	 Y
661 	 118.517433 	 4.146902 	 Y
662 	 116.512276 	 4.153185 	 Y
663 	 116.849068 	 4.159469 	 Y
664 	 116.862633 	 4.165752 	 Y
665 	 116.539963 	 4.172035 	 Y
666 	 116.195694 	 4.178318 	 Y
667 	 116.543335 	 4.184601 	 Y
668 	 116.989761 	 4.190885 	 Y
669 	 117.256111 	 4.197168 	 Y
670 	 117.370697 	 4.203451 	 Y
671 	 117.353165 	 4.209734 	 Y
672 	 116.898056 	 4.216017 	 Y
673 	 116.115021 	 4.222301 	 Y
674 	 114.968910 	 4.228584 	 Y
675 	 114.131760 	 4.234867 	 Y
676 	 113.739670 	 4.241150 	 Y
677 	 112.900002 	 4.247433 	 Y
678 	 113.150208 	 4.253716 	 Y
679 	 114.121361 	 4.260000 	 Y
680 	 115.028183 	 4.266283 	 Y
681 	 115.902267 	 4.272566 	 Y
682 	 116.970627 	 4.278849 	 Y
683 	 117.924934 	 4.285132 	 Y
684 	 118.809677 	 4.291416 	 Y
685 	 119.315323 	 4.297699 	 Y
686 	 120.038475 	 4.303982 	 Y
687 	 120.591270 	 4.310265 	 Y
688 	 120.724922 	 4.316548 	 Y
689 	 120.422356 	 4.322831 	 Y
690 	 121.615463 	 4.329115 	 Y
691 	 122.647278 	 4.335398 	 Y
692 	 123.281311 	 4.341681 	 Y
693 	 123.703110 	 4.347964 	 Y
694 	 123.918129 	 4.354247 	 Y
695 	 123.779373 	 4.360531 	 Y
696 	 123.945084 	 4.366814 	 Y
697 	 124.235283 	 4.373097 	 Y
698 	 124.198761 	 4.379380 	 Y
699 	 123.940109 	 4.385663 	 Y
700 	 123.704803 	 4.391947 	 Y
701 	 123.955162 	 4.398230 	 Y
702 	 124.149162 	 4.404513 	 Y
703 	 124.368134 	 4.410796 	 Y
704 	 124.535347 	 4.417079 	 Y
705 	 124.574684 	 4.423362 	 Y
706 	 124.625755 	 4.429646 	 Y
707 	 124.533920 	 4.435929 	 Y
708 	 124.409958 	 4.442212 	 Y
709 	 124.231232 	 4.448495 	 Y
710 	 123.905708 	 4.454778 	 Y
711 	 123.409447 	 4.461062 	 Y
712 	 122.968262 	 4.467345 	 Y
713 	 122.400696 	 4.473628 	 Y
714 	 121.598610 	 4.479911 	 Y
715 	 120.502235 	 4.486194 	 Y
716 	 119.000313 	 4.492477 	 Y
717 	 117.352562 	 4.498761 	 Y
718 	 115.757607 	 4.505044 	 Y
719 	 115.301712 	 4.511327 	 Y
720 	 114.569168 	 4.517610 	 Y
721 	 114.258194 	 4.523893 	 Y
722 	 113.730499 	 4.530177 	 Y
723 	 112.942795 	 4.536460 	 Y
724 	 112.370148 	 4.542743 	 Y
725 	 111.676018 	 4.549026 	 Y
726 	 110.647285 	 4.555309 	 Y
727 	 110.312965 	 4.561593 	 Y
728 	 109.995071 	 4.567876 	 Y
729 	 109.838432 	 4.574159 	 Y
730 	 110.200508 	 4.580442 	 Y
731 	 110.706665 	 4.586725 	 Y
732 	 111.330002 	 4.593008 	 Y
733 	 111.960426 	 4.599292 	 Y
734 	 112.398903 	 4.605575 	 Y
735 	 112.672470 	 4.611858 	 Y
736 	 112.951103 	 4.618141 	 Y
737 	 112.970772 	 4.624424 	 Y
738 	 112.775154 	 4.630708 	 Y
739 	 112.573715 	 4.636991 	 Y
740 	 112.145973 	 4.643274 	 Y
741 	 111.458321 	 4.649557 	 Y
742 	 110.970116 	 4.655840 	 Y
743 	 110.271622 	 4.662123 	 Y
744 	 109.362907 	 4.668407 	 Y
745 	 108.975601 	 4.674690 	 Y
746 	 108.704414 	 4.680973 	 Y
747 	 108.212692 	 4.687256 	 Y
748 	 107.577431 	 4.693539 	 Y
749 	 106.919029 	 4.699823 	 Y
750 	 106.693909 	 4.706106 	 Y
751 	 106.943314 	 4.712389 	 Y
752 	 106.940956 	 4.718672 	 Y
753 	 106.998528 	 4.724955 	 Y
754 	 107.059799 	 4.731239 	 Y
755 	 107.042320 	 4.737522 	 Y
756 	 106.568863 	 4.743805 	 Y
757 	 106.898766 	 4.750088 	 Y
758 	 107.541130 	 4.756371 	 Y
759 	 108.245255 	 4.762654 	 Y
760 	 108.824677 	 4.768938 	 Y
761 	 109.387085 	 4.775221 	 Y
762 	 109.785332 	 4.781504 	 Y
763 	 110.227303 	 4.787787 	 Y
764 	 110.037292 	 4.794070 	 Y
765 	 109.617760 	 4.800354 	 Y
766 	 109.223831 	 4.806637 	 Y
767 	 108.709915 	 4.812920 	 Y
768 	 109.243683 	 4.819203 	 Y
769 	 110.181931 	 4.825486 	 Y
770 	 111.103004 	 4.831770 	 Y
771 	 112.157028 	 4.838053 	 Y
772 	 113.107918 	 4.844336 	 Y
773 	 114.055901 	 4.850619 	 Y
774 	 114.964195 	 4.856902 	 Y
775 	 116.246819 	 4.863185 	 Y
776 	 117.428391 	 4.869469 	 Y
777 	 118.497063 	 4.875752 	 Y
778 	 119.260529 	 4.882035 	 Y
779 	 119.882957 	 4.888318 	 Y
780 	 120.212868 	 4.894601 	 Y
781 	 120.392242 	 4.900885 	 Y
782 	 120.502243 	 4.907168 	 Y
783 	 120.359810 	 4.913451 	 Y
784 	 119.975327 	 4.919734 	 Y
785 	 119.214279 	 4.926017 	 Y
786 	 118.237053 	 4.932300 	 Y
787 	 117.061737 	 4.938584 	 Y
788 	 115.654823 	 4.944867 	 Y
789 	 114.017212 	 4.951150 	 Y
790 	 114.951942 	 4.957433 	 Y
791 	 115.594505 	 4.963716 	 Y
792 	 115.887589 	 4.970000 	 Y
793 	 115.811310 	 4.976283 	 Y
794 	 115.857933 	 4.982566 	 Y
795 	 116.434822 	 4.988849 	 Y
796 	 116.801941 	 4.995132 	 Y
797 	 116.962006 	 5.001416 	 Y
798 	 117.076706 	 5.007699 	 Y
799 	 117.201569 	 5.013982 	 Y
800 	 117.229095 	 5.020265 	 Y
801 	 117.200272 	 5.026548 	 Y
802 	 116.992203 	 5.032831 	 Y
803 	 116.466850 	 5.039115 	 Y
804 	 115.436966 	 5.045398 	 Y
805 	 115.409927 	 5.051681 	 Y
806 	 116.179672 	 5.057964 	 Y
807 	 116.754784 	 5.064247 	 Y
808 	 116.827065 	 5.070531 	 Y
809 	 116.485939 	 5.076814 	 Y
810 	 116.040764 	 5.083097 	 Y
811 	 115.200966 	 5.089380 	 Y
812 	 115.245430 	 5.095663 	 Y
813 	 115.662125 	 5.101946 	 Y
814 	 115.810585 	 5.108230 	 Y
815 	 115.346001 	 5.114513 	 Y
816 	 114.637848 	 5.120796 	 Y
817 	 114.328468 	 5.127079 	 Y
818 	 114.548981 	 5.133362 	 Y
819 	 115.849754 	 5.139646 	 Y
820 	 117.946823 	 5.145929 	 Y
821 	 119.924660 	 5.152212 	 Y
822 	 121.907982 	 5.158495 	 Y
823 	 124.408714 	 5.164778 	 Y
824 	 126.955475 	 5.171062 	 Y
825 	 128.935181 	 5.177345 	 Y
826 	 130.548523 	 5.183628 	 Y
827 	 131.349152 	 5.189911 	 Y
828 	 131.793503 	 5.196194 	 Y
829 	 132.538589 	 5.202477 	 Y
830 	 133.115372 	 5.208761 	 Y
831 	 133.211853 	 5.215044 	 Y
832 	 133.412628 	 5.221327 	 Y
833 	 133.073883 	 5.227610 	 Y
834 	 132.280380 	 5.233893 	 Y
835 	 131.123001 	 5.240177 	 Y
836 	 130.084717 	 5.246460 	 Y
837 	 128.364151 	 5.252743 	 Y
838 	 126.648399 	 5.259026 	 Y
839 	 127.445549 	 5.265309 	 Y
840 	 128.172897 	 5.271592 	 Y
841 	 128.510086 	 5.277876 	 Y
842 	 128.562286 	 5.284159 	 Y
843 	 128.118332 	 5.290442 	 Y
844 	 127.306976 	 5.296725 	 Y
845 	 126.635368 	 5.303008 	 Y
846 	 126.189514 	 5.309292 	 Y
847 	 127.590187 	 5.315575 	 Y
848 	 129.714737 	 5.321858 	 Y
849 	 130.795837 	 5.328141 	 Y
850 	 130.912735 	 5.334424 	 Y
851 	 131.507141 	 5.340708 	 Y
852 	 131.717239 	 5.346991 	 Y
853 	 132.641891 	 5.353274 	 Y
854 	 135.941849 	 5.359557 	 Y
855 	 138.427979 	 5.365840 	 Y
856 	 139.352844 	 5.372123 	 Y
857 	 138.127686 	 5.378407 	 Y
858 	 135.761963 	 5.384690 	 Y
859 	 136.622971 	 5.390973 	 Y
860 	 137.781326 	 5.397256 	 Y
861 	 138.551773 	 5.403539 	 Y
862 	 139.220261 	 5.409823 	 Y
863 	 139.605469 	 5.416106 	 Y
864 	 139.510620 	 5.422389 	 Y
865 	 139.254715 	 5.428672 	 Y
866 	 138.855392 	 5.434955 	 Y
867 	 138.531555 	 5.441238 	 Y
868 	 137.478500 	 5.447522 	 Y
869 	 136.799332 	 5.453805 	 Y
870 	 135.413589 	 5.460088 	 Y
871 	 133.832581 	 5.466371 	 Y
872 	 131.292862 	 5.472654 	 Y
873 	 128.197769 	 5.478938 	 Y
874 	 126.997772 	 5.485221 	 Y
875 	 126.489792 	 5.491504 	 Y
876 	 125.768112 	 5.497787 	 Y
877 	 124.427834 	 5.504070 	 Y
878 	 122.922356 	 5.510354 	 Y
879 	 121.409485 	 5.516637 	 Y
880 	 120.105202 	 5.522920 	 Y
881 	 119.381805 	 5.529203 	 Y
882 	 117.812164 	 5.535486 	 Y
883 	 117.099594 	 5.541769 	 Y
884 	 117.111313 	 5.548053 	 Y
885 	 118.361633 	 5.554336 	 Y
886 	 119.342415 	 5.560619 	 Y
887 	 119.708252 	 5.566902 	 Y
888 	 120.179283 	 5.573185 	 Y
889 	 120.545937 	 5.579469 	 Y
890 	 120.240913 	 5.585752 	 Y
891 	 119.605194 	 5.592035 	 Y
892 	 118.864403 	 5.598318 	 Y
893 	 117.896866 	 5.604601 	 Y
894 	 117.024094 	 5.610884 	 Y
895 	 116.195412 	 5.617168 	 Y
896 	 115.174553 	 5.623451 	 Y
897 	 114.403488 	 5.629734 	 Y
898 	 115.195938 	 5.636017 	 Y
899 	 115.921471 	 5.642300 	 Y
900 	 116.839256 	 5.648584 	 Y
901 	 117.346344 	 5.654867 	 Y
902 	 117.800255 	 5.661150 	 Y
903 	 118.271378 	 5.667433 	 Y
904 	 118.642982 	 5.673716 	 Y
905 	 118.917969 	 5.680000 	 Y
906 	 118.952957 	 5.686283 	 Y
907 	 118.801971 	 5.692566 	 Y
908 	 118.705582 	 5.698849 	 Y
909 	 118.459709 	 5.705132 	 Y
910 	 118.034737 	 5.711415 	 Y
911 	 117.695480 	 5.717699 	 Y
912 	 117.534256 	 5.723982 	 Y
913 	 117.074188 	 5.730265 	 Y
914 	 117.335358 	 5.736548 	 Y
915 	 117.507225 	 5.742831 	 Y
916 	 117.528091 	 5.749115 	 Y
917 	 117.918808 	 5.755398 	 Y
918 	 118.531029 	 5.761681 	 Y
919 	 118.832672 	 5.767964 	 Y
920 	 119.093300 	 5.774247 	 Y
921 	 118.946854 	 5.780530 	 Y
922 	 118.895683 	 5.786814 	 Y
923 	 118.849525 	 5.793097 	 Y
924 	 121.870377 	 5.799380 	 Y
925 	 124.416855 	 5.805663 	 Y
926 	 126.538391 	 5.811946 	 Y
927 	 128.003510 	 5.818230 	 Y
928 	 129.283829 	 5.824513 	 Y
929 	 130.072083 	 5.830796 	 Y
930 	 130.434250 	 5.837079 	 Y
931 	 130.323151 	 5.843362 	 Y
932 	 129.863937 	 5.849646 	 Y
933 	 128.950119 	 5.855929 	 Y
934 	 127.633675 	 5.862212 	 Y
935 	 126.015121 	 5.868495 	 Y
936 	 124.044739 	 5.874778 	 Y
937 	 121.870071 	 5.881061 	 Y
938 	 119.433105 	 5.887345 	 Y
939 	 116.845085 	 5.893628 	 Y
940 	 114.152710 	 5.899911 	 Y
941 	 114.359612 	 5.906194 	 Y
942 	 115.238464 	 5.912477 	 Y
943 	 116.021957 	 5.918761 	 Y
944 	 116.672775 	 5.925044 	 Y
945 	 117.133331 	 5.931327 	 Y
946 	 117.647995 	 5.937610 	 Y
947 	 119.466011 	 5.943893 	 Y
948 	 121.360878 	 5.950176 	 Y
949 	 123.058807 	 5.956460 	 Y
950 	 124.802841 	 5.962743 	 Y
951 	 126.687950 	 5.969026 	 Y
952 	 128.719116 	 5.975309 	 Y
953 	 130.671036 	 5.981592 	 Y
954 	 132.470474 	 5.987876 	 Y
955 	 134.132874 	 5.994159 	 Y
956 	 135.411880 	 6.000442 	 Y
957 	 136.812973 	 6.006725 	 Y
958 	 137.959091 	 6.013008 	 Y
959 	 138.899567 	 6.019292 	 Y
960 	 139.621536 	 6.025575 	 Y
961 	 140.045822 	 6.031858 	 Y
962 	 140.180374 	 6.038141 	 Y
963 	 139.848785 	 6.044424 	 Y
964 	 139.076584 	 6.050707 	 Y
965 	 137.794586 	 6.056991 	 Y
966 	 135.685730 	 6.063274 	 Y
967 	 133.880066 	 6.069557 	 Y
968 	 132.465500 	 6.075840 	 Y
969 	 131.502411 	 6.082123 	 Y
970 	 130.035110 	 6.088407 	 Y
971 	 128.456253 	 6.094690 	 Y
972 	 126.702202 	 6.100973 	 Y
973 	 124.752052 	 6.107256 	 Y
974 	 122.270866 	 6.113539 	 Y
975 	 122.823433 	 6.119822 	 Y
976 	 123.055328 	 6.126106 	 Y
977 	 123.373703 	 6.132389 	 Y
978 	 123.298141 	 6.138672 	 Y
979 	 124.553253 	 6.144955 	 Y
980 	 126.750252 	 6.151238 	 Y
981 	 128.752243 	 6.157522 	 Y
982 	 130.490555 	 6.163805 	 Y
983 	 131.948227 	 6.170088 	 Y
984 	 133.232361 	 6.176371 	 Y
985 	 134.094177 	 6.182654 	 Y
986 	 134.458466 	 6.188938 	 Y
987 	 134.234589 	 6.195221 	 Y
988 	 133.185349 	 6.201504 	 Y
989 	 131.585129 	 6.207787 	 Y
990 	 129.853912 	 6.214070 	 Y
991 	 129.641907 	 6.220353 	 Y
992 	 130.169388 	 6.226637 	 Y
993 	 130.794464 	 6.232920 	 Y
994 	 131.253967 	 6.239203 	 Y
995 	 131.282928 	 6.245486 	 Y
996 	 130.720932 	 6.251769 	 Y
997 	 130.043839 	 6.258053 	 Y
998 	 129.417725 	 6.264336 	 Y
999 	 128.924576 	 6.270619 	 Y
1000 	 127.918655 	 6.276902 	 Y
